language,text_id,sentence
English,Thylacine,"Intensive hunting encouraged by bounties is generally blamed for its extinction , but other contributing factors may have included disease , the introduction of dogs , and human encroachment into its habitat ."
English,Thylacine,"Despite its official classification as extinct , sightings are still reported , though none have been conclusively proven ."
English,World Environment Day,World Environment Day ( WED ) is celebrated on the fifth of June every year and is the United Nation 's principal vehicle for encouraging awareness and action for the protection of the environment .
English,World Environment Day,"First held in 1974 , it has been a flagship campaign for raising awareness on emerging environmental issues from marine pollution , human overpopulation , and global warming ."
English,World Environment Day,"WED has grown to become a global platform for public outreach , with participation from over one hundred countries annually ."
English,World Environment Day,"Each year , WED chooses a new theme that major corporations , non governmental organizations , communities , governments and celebrities worldwide adopt to advocate environmental causes ."
English,World Environment Day,"For example , the theme for 2018 is Beat Plastic Pollution "" ."
English,World Environment Day,The goal is to encourage people to change their everyday habits in ways which can reduce plastic pollution .
English,World Environment Day,"Specifically , the campaign hopes to reduce the prevalence of single use or disposable plastic items , as they have severe environmental consequences ."
English,World Environment Day,"In response to this campaign , the Indian government has pledged to eliminate all single use plastic in India by 2022 . """
English,Monocole,A monocle is a type of corrective lens used to correct or enhance the vision in only one eye .
English,Monocole,"It consists of a circular lens , generally with a wire ring around the circumference that can be attached to a string or wire ."
English,Monocole,\ n The other end of the string is then connected to the wearer 's clothing to avoid losing the monocle .
English,Monocole,"During the late nineteenth century , the monocle was generally associated with wealthy , upper class men ."
English,Monocole,"Combined with a long coat and a top hat , the monocle completed the costume of the stereotypical late nineteenth century capitalist ."
English,Monocole,Monocles were also accessories of military officers from this period .
English,Monocole,"Despite their prevalence in the late nineteenth century , monocles are rarely worn today ."
English,Monocole,"This is due in large part to advances in optometry , which allow for better measurement of refractive error , so that glasses and contact lenses can be prescribed with different strengths in each eye ."
English,Wine Tasting,Wine tasting is the sensory examination and evaluation of wine .
English,Wine Tasting,"While the practice of wine tasting is as ancient as its production , a more formalized methodology has slowly become established from the late middle ages onwards ."
English,Wine Tasting,"Modern , professional wine tasters use a constantly evolving specialized terminology which is used to describe the range of perceived flavors , aromas and general characteristics of a wine ."
English,Wine Tasting,"In recent years , results challenging the reliability of wine tasting in both experts and consumers have surfaced ."
English,Wine Tasting,"For example , studies showed that people expect more expensive wine to have more desirable characteristics than less expensive wine : When tasters are given wine that they are falsely told is expensive they virtually always report it as tasting better than the very same wine when they are told that it is inexpensive ."
English,Wine Tasting,"Other studies show that tasters ' judgment can be prejudiced by knowing details of a wine , such as geographic origin , reputation , or other considerations ."
English,Wine Tasting,"Objective wine tasting therefore requires the wine to be served blind – that is , without the taster having seen the label or bottle shape ."
English,Wine Tasting,Blind tasting may also involve serving the wine from a black wine glass to mask the color of the wine .
English,Orange Juice,"Orange juice is a liquid extract of the orange tree fruit , produced by squeezing oranges ."
English,Orange Juice,Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it .
English,Orange Juice,"This removes much of the taste , necessitating the later addition of a flavor pack , generally made from orange products ."
English,Orange Juice,"Additionally , some juice is further processed by drying and later rehydrating the juice , or by concentrating the juice and later adding water to the concentrate ."
English,Orange Juice,"The health value of orange juice is debatable : it has a high concentration of vitamin C , but also a very high concentration of simple sugars , comparable to soft drinks ."
English,Orange Juice,"As a result , some government nutritional advice has been adjusted to encourage substitution of orange juice with raw fruit , which is digested more slowly , and limit daily consumption ."
English,Beekeeping,"Beekeeping is the maintenance of bee colonies by humans , typically with the use of man made hives ."
English,Beekeeping,The species most commonly used in bee colonies are honey bees .
English,Beekeeping,"A beekeeper maintains these colonies in order to collect the honey and other products that the hive produces ( such as beeswax ) , but also to pollinate crops , or to produce bees for sale to other beekeepers ."
English,Beekeeping,The domestication of bees is depicted in Egyptian art from over four thousand years ago .
English,Beekeeping,"Back then , simple hives and smoke were used for beekeeping , and honey was stored in jars – some of which were found in the tombs of pharaohs ."
English,Beekeeping,"This process was largely unchanged until the eighteenth century , when an improved understanding of the biology of bees led to the invention of the moveable comb hive in Europe , allowing honey to be harvested without destroying the entire colony ."
English,Beekeeping,"Today , some beekeepers believe that the more stings a beekeeper receives , the less irritation each one causes , and it is considered important for the safety of the beekeeper to be stung a few times a season ."
English,Beekeeping,"Indeed , recent studies found that beekeepers have high levels of antibodies that react to the major antigen of bee venom ."
English,National Flag,A national flag is a flag which represents and symbolizes a country .
English,National Flag,"The national flag is usually flown by the government of a country , but it can also be flown by its citizens ."
English,National Flag,A national flag is designed with specific meanings for its colours and symbols .
English,National Flag,"Historically , flags originated as military standards , which were used as signs on the battlefield ."
English,National Flag,The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century .
English,National Flag,A country 's constitution will often describe the national flag .
English,National Flag,"\ n All national flags are rectangular , except for the flag of Nepal , which uses a unique triangular shape ."
English,National Flag,"\ n The ratios of height to width vary among standard rectangular flags , but none is taller than it is wide ."
English,National Flag,\ n The flags of Switzerland and the Vatican City are the only national flags which are exact squares .
English,National Flag,"The most popular colours used for national flags are red , white , green , and blue ."
English,National Flag,"Although the national flag is meant to be a unique symbol for the country it represents , many flags have very similar colours and designs ."
English,International Union for Conservation of Nature,The International Union for Conservation of Nature is an international organization working in the field of nature conservation and the sustainable use of natural resources .
English,International Union for Conservation of Nature,"It is involved in data gathering and analysis , research , field projects , advocacy , and education ."
English,International Union for Conservation of Nature,"Its mission is to influence , encourage and assist societies throughout the world to conserve nature and to ensure that any use of natural resources is equitable and ecologically sustainable "" ."
English,International Union for Conservation of Nature,"Over the past decades , the organization has widened its focus beyond conservation ecology and now incorporates issues related to sustainable development in its projects ."
English,International Union for Conservation of Nature,"Unlike many other international environmental organizations , it does not aim to mobilize the public in support of \ nnature conservation ."
English,International Union for Conservation of Nature,"Instead , the organization tries to influence the actions of governments , business and other stakeholders by providing information and advice , and through building partnerships ."
English,International Union for Conservation of Nature,"The organization is best known to the wider public for compiling and publishing the "" Red List of Threatened Species "" , which assesses the conservation status of species worldwide ."
English,International Union for Conservation of Nature,"Today , the organization employs approximately one thousand full time staff in more than fifty countries . """
English,Vehicle Registration Plate,A vehicle registration plate is a metal or plastic plate attached to a vehicle for official\nidentification purposes .
English,Vehicle Registration Plate,"All countries require registration plates for road vehicles such as cars , trucks,\nand motorcycles ."
English,Vehicle Registration Plate,"Whether they are required for other vehicles , such as bicycles , boats , or tractors , may vary \ nby jurisdiction ."
English,Vehicle Registration Plate,The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region 's vehicle register .
English,Vehicle Registration Plate,"In some countries , the identifier is unique within the entire country , while in others it is unique within a state or province ."
English,Vehicle Registration Plate,"France was the first country to introduce the registration plate , in the late nineteenth century ."
English,Vehicle Registration Plate,"Early twentieth century plates varied in size and shape from one jurisdiction to the next , such that if a person moved , new holes would need to be drilled into the automobile to support the new plate ."
English,Vehicle Registration Plate,"Standardization of plates came in the late fifties , when automobile manufacturers came to an agreement with governments and international organizations ."
Estonian,Janus,Janus oli vanarooma religioonis ja mütoloogias alguste ja väravate jumal .
Estonian,Janus,"Janus oli kahepalgeline ning tavaliselt kujutati teda kahe näoga , kuna ta vaatas minevikku ja tulevikku ."
Estonian,Janus,Janus valitses konfliktide alguse ja lõpu üle ning seetõttu ka sõja ja rahu üle .
Estonian,Janus,Tema templi uksed olid avatud sõja ajal ning suletud rahu ajal .
Estonian,Janus,Väravate jumalana on teda seostatud ka kodu ustest sisenemise ja väljumisega .
Estonian,Janus,"Janus sümboliseerib tihti muutusi ja üleminekuid , nagu näiteks arengut ühest seisundist või visioonist teise , ja noorte jõudmist täiskasvanuikka ."
Estonian,Janus,"Janust austati saagikoristuse ja külvi alguses , samuti abiellumise , sünni ja muude alguste puhul ."
Estonian,Janus,"Janusele ei olnud määratud oma preestrit , tema tseremooniaid viis läbi ülempreester ise ."
Estonian,Janus,"Janus esindas vaheastet barbaarsuse ja tsivilisatsiooni , maa ja linna ning noorukiea ja täiskasvanuea vahel ."
Estonian,Janus,"Vanadel kreeklastel ei olnud Janusele vastavat jumalat , roomlased pidasid teda täielikult enda omaks ."
Estonian,Shaka,Shaka märki seostatakse üldiselt Havai ja surfamisega .
Estonian,Shaka,Žesti moodustamiseks sirutatakse käel välja väike sõrm ja pöial ning muud sõrmed surutakse samal ajal rusikasse kokku .
Estonian,Shaka,Käelaba võib olla suunatud nii ettepoole kui ka tahapoole .
Estonian,Shaka,"Kuuekümnendatel võtsid kohalikelt havailastelt shaka žesti üle surfarid , ja see žest levis üle kogu maailma ."
Estonian,Shaka,"Žest on samuti levinud langevarjuhüppajate , sukeldujate , pilootide , rulasõitjate ja kiirlendurite hulgas ."
Estonian,Shaka,Märki kasutatakse põhiliselt tervituse ning tänu või tunnustuse väljendamiseks .
Estonian,Shaka,"Kohalikud havailased kasutavad shaka märki , et edasi anda “ aloha ” vaimu , mis hõlmab endast sõprust , üksteise mõistmist , solidaarsust erinevate etniliste kultuuride vahel , kes Havail elavad ."
Estonian,Shaka,"Märgi täpne päritolu on ebaselge , kuid on välja pakutud , et märk on pärit hispaania immigrantidelt , kes surusid keskmised sõrmed kokku ja tõid pöidlad huulte juurde , et illustreerida ühist joomingut kohalikega , keda nad Havail kohtasid ."
Estonian,Shaka,Ameerika viipekeeles märgib shaka žest verbi mängima .
Estonian,Doping,"Doping on spordis reeglitevastane aine , mida kasutatakse võistlustel paremate tulemuste saamiseks ."
Estonian,Doping,"Dopingu mõistet kasutavad laialdaselt organisatsioonid , kes reguleerivad spordivõistlusi ."
Estonian,Doping,"Keemiliste ainete kasutamist sooritusvõime parandamiseks peetakse üldiselt ebaeetiliseks , ning seetõttu keelavad seda enamik spordiorganisatsioone , sealhulgas Rahvusvaheline Olümpiakomitee ."
Estonian,Doping,"Sportlased , kes kasutavad tuvastamise vältimiseks erilisi meetmeid , tegelevad lisaks eetilisele rikkumisele ka petmise ja sohitegemisega ."
Estonian,Doping,Hoolimata viimasel ajal sagenevast meediakajastusest pole doping uus nähtus – tegelikult on see sama vana kui sport ise .
Estonian,Doping,Iidsetest vankrisõiduvõistlustest alates kuni viimase aja vaidlusteni pesapallis ja jalgrattasõidus on sportlaste arvamused ainete kasutamise suhtes aastate jooksul olnud väga erinevad .
Estonian,Doping,Viimastel aastakümnetel on võimud ja spordiorganisatsioonid püüdnud rangelt reguleerida ravimite kasutamist spordis .
Estonian,Doping,"Selle keelu peamiseks põhjuseks on sooritusvõimet parandavate ainete terviseriskid , sportlastele võrdsete võimaluste ja positiivse eeskuju pakkumine , mida dopinguvaba sport avalikkusele seab ."
Estonian,Doping,"Dopinguvastased ametnikud on korduvalt rõhutanud , et sooritusvõimet parandavate ravimite kasutamine on vastuolus spordi vaimuga ."
Estonian,Thylacine,"Kukkurhunt on kiskeluviisiga kukkurloom , keda peetakse väljasurnuks ."
Estonian,Thylacine,Kukkurhunt oli ajalooliselt levinud kogu Austraalia mandril .
Estonian,Thylacine,"Kukkurhunt elas Austraalias ja Uus Guineas , kust ta kadus juba enne eurooplaste saabumist ."
Estonian,Thylacine,"Üheks väljasuremise põhjuseks võisid olla dingod , kuid näiteks Tasmaanias , kus säilis viimane kukkurhuntide populatsioon , dingod ei elutse ."
Estonian,Thylacine,"Aga ka seal surid kukkurhundid välja ulatusliku küttimise tõttu , kuna arvati , et nad ohustavad koduloomi ."
Estonian,Thylacine,"Kuigi kukkurhunt oli öise eluviisiga avamaa loom , siis viimased asurkonnad põgenesid jälitamise eest elutsema tihedasse vihmametsa ."
Estonian,Thylacine,Kahekümnenda sajandi alguses muutus kukkurhunt haruldaseks .
Estonian,Thylacine,Viimane teadaolev kukkurhunt suri Hobarti loomaaias eelmise sajandi kolmekümnendatel .
Estonian,Thylacine,Samal aastal võeti kukkurhunt looduskaitse alla .
Estonian,Thylacine,Looduses nähti teda viimati neljakümnendatel .
Estonian,Thylacine,Hilisemad otsingud Tasmaania sisemaa metsades pole tulemusi andnud ja liiki peetakse üldiselt väljasurnuks .
Estonian,Thylacine,"Siiski on palju entusiaste , kes usuvad , et liik on siiani säilinud ."
Estonian,Thylacine,"Kahekümne esimesel sajandil on üritatud uurida kukkurhundi DNA d , kuid säilinud materjal on osutunud liiga halvas seisukorras olevaks ."
Estonian,World Environment Day,Ülemaailmset keskkonnapäeva tähistatakse igal aastal viiendal juunil .
Estonian,World Environment Day,Selle päevaga meenutatakse 1972 . aasta juunis Stockholmi keskkonnaistungil vastu võetud otsust .
Estonian,World Environment Day,"Üha rohkem inimesi maailma eri paigus on hakanud seda päeva tähistama , osaledes rattavõistlustel ja maratonidel , korraldades rohelisi kontserte , istutades looduskaitsele mõeldes puid ja populariseerides tervislikke eluviise ."
Estonian,World Environment Day,Eestis tegelevad keskkonnapäeva korraldamisega Keskkonnaministeerium ja Keskkonnaamet .
Estonian,World Environment Day,Päeva eesmärk on juhtida tähelepanu keskkonnas toimuvatele muutustele ning vajadusele keskkonda säilitada ja parandada .
Estonian,World Environment Day,"Eesmärk on tõsta inimeste keskkonnateadlikkust , harida neid ja rõhutada vajadust muuta suhtumist loodusvaradesse säästlikumaks , aga ka suurendada valitsuste ja poliitikute huvi ning tahtmist keskkonda kaitsta ."
Estonian,World Environment Day,"Sellel päeva korraldatakse temaatilisi üritusi , loenguid , konverentse , tänavamiitinguid , jalgratturite paraade , kontserte , kirjandite ja joonistuste konkursse , puude istutamist , maa alade koristamist , jäätmekäitluse tutvustamist , oksjoneid , näitusi ja filmipäevi , mis on kõik seotud looduse ja keskkonnaga ."
Estonian,World Environment Day,"Igal aastal valitakse üks linn keskkonnapäeva peamiste ürituste toimumispaigaks ning ka aasta teema , mis on igal aastal uus ."
Estonian,World Environment Day,Näiteks 2019 . aasta keskkonnapäev keskendus õhusaaste teemale .
Estonian,Monocole,"Monokkel on nägemise korrigeerimiseks mõeldud optiline vahend , mida erinevalt prillidest kantakse vaid ühe silma ees ."
Estonian,Monocole,Monokkel leiutati kaheksateistkümnenda sajandi alguses .
Estonian,Monocole,"Suurima populaarsuse saavutasid monoklid üheksateistkümnenda sajandi lõpus ja kahekümnenda sajandi alguses , kui neid kandsid peamiselt jõukad kõrgklassi mehed ."
Estonian,Monocole,"Monokkel , pikk mantel ja torukübar oli tüüpiline välimus selle aja kapitalistile ."
Estonian,Monocole,Monokleid kandsid ka selle aja sõjaväeohvitserid ja need muutusid populaarseks isegi Ameerika naiste seas .
Estonian,Monocole,Monokleid on kolme tüüpi .
Estonian,Monocole,Esimene on lihtne metalläärega klaasist monokkel – need olid esimesed monoklid Inglismaal .
Estonian,Monocole,"Teine tüüp leiutati üheksateistkümnenda sajandi lõpus – see koosnes raamist , mis hoidis monoklit silmast eemal , et ripsmed ei jääks monokli külge kinni ."
Estonian,Monocole,"Kolmandat tüüpi , universaalsel silmaavasse sobituval monoklil ei olnud raami ega paela ning seda võis kanda vabalt silma ees ."
Estonian,Monocole,Tänapäeval on monokli kandmine asendunud prillide ja läätsede kandmisega .
Estonian,Wine Tasting,Veini degusteerimine on veini sensoorne uurimine ja hindamine .
Estonian,Wine Tasting,"Veini degusteerimine on sama iidne kui selle tootmine , kuid hiliskeskajast alates on aja jooksul välja kujunenud ka formaalsem metoodika ."
Estonian,Wine Tasting,"Kaasaegsed professionaalsed veini degusteerijad kasutavad pidevalt arenevat spetsiaalset terminoloogiat veinis tajutavate maitsete , aroomide ja üldiste omaduste ulatuse kirjeldamiseks ."
Estonian,Wine Tasting,"Viimastel aastatel on aga ilmnenud tulemused , mis on nii professionaalse kui tarbijapoolse veini degusteerimise usaldusväärsuse kahtluse alla seadnud ."
Estonian,Wine Tasting,"Uuringud on näidanud , et inimesed eeldavad , et kallimal veinil on paremad omadused kui odavamal veinil : kui degusteerijatele antakse veini , mille kohta eksitavalt öeldakse , et vein on kallis , raporteerivad nad praktiliselt alati , et sama vein maitseb paremini kui veini kohta öeldakse , et see on odav ."
Estonian,Wine Tasting,"Teised uuringud on näidanud , et degusteerijate otsust võivad mõjutada teadmised näiteks veini geograafilise päritolu , maine või muude üksikasjade kohta ."
Estonian,Wine Tasting,"Objektiivne veini degusteerimine eeldab seetõttu veini pimeserveerimist - see tähendab , et degustaator ei näe ei silti ega pudeli kuju ."
Estonian,Wine Tasting,Pimedegustatsioon võib hõlmata ka veini serveerimist mustast veiniklaasist veini värvi varjamiseks .
Estonian,Orange Juice,"Apelsinimahl on vedelik , mis on saadud apelsinipuu viljast ."
Estonian,Orange Juice,Apelsinimahl on pressitud kas koos koorega purustatud tervetest apelsinidest tööstusliku apelsinimahla kontsentraadi tarbeks või pooleks lõigatud apelsiniviljast koheseks tarbimiseks .
Estonian,Orange Juice,"Apelsinimahl sisaldab C vitamiini , kaaliumi , tiamiini , fosforit , foolhapet ja B vitamiini ."
Estonian,Orange Juice,Värskelt pressitud mahlast on kehal mõnevõrra lihtsam neid aineid omastada .
Estonian,Orange Juice,"Vaatamata suurele vitamiini - ja mineraalainete sisaldusele on apelsinimahla tervislikkuse mõju vaieldav , sest lisaks kasulikele ainetele on selles ka väga palju suhkruid , mille hulk on võrreldav isegi karastusjookide omaga ."
Estonian,Orange Juice,Sellest tulenevalt soovitatakse piirata apelsinimahla tarbimist ja võimalusel asendada see hoopis puuvilja söömisega .
Estonian,Orange Juice,"Suurim apelsinimahla tootja ja eksportija maailmas on Brasiilia , ning Euroopa on riigi kõige olulisem eksporditurg ."
Estonian,Beekeeping,Mesindus on mesilaste pidamine mesindussaaduste saamise ja õite tolmeldamise eesmärgil .
Estonian,Beekeeping,See on üks vanimaid loomakasvatusharusid .
Estonian,Beekeeping,Mesindusel on rahvamajanduses küllalt suur osatähtsus .
Estonian,Beekeeping,"Mesilased ei tooda üksnes mett , vaha , taruvaiku , mesilasmürki ja mesilasema toitepiima , vaid nad aitavad tunduvalt tõsta ka putukalembeste põllumajanduskultuuride seemne - ja viljasaake ."
Estonian,Beekeeping,"Mesindussaadusi kasutatakse järjest rohkem toiduainetena , ravimitena ning toor - ja abimaterjalidena paljudes tööstusharudes ."
Estonian,Beekeeping,Mesinikud saavad põhitulu mee müügist .
Estonian,Beekeeping,"Vähem tulu saadakse vahast , mesilasemadest , taruvaigust , mesilasmürgist ja mesilasema toitepiimast ."
Estonian,Beekeeping,"Kuid kõige suuremat tulu toovad mesilased siiski taimede tolmeldamisega , mille olulisust pole suurem osa inimkonnast veel endale teadvustanud ."
Estonian,Beekeeping,"Talunikud tekitavad sageli kahju umbrohutõrje ja niitmisega taimede õitsemise ajal , selle asemel , et lasta mesilastel oma kasulikku tööd teha ."
Estonian,National Flag,"Riigilipp on lipp , mis tähistab riiki ja on selle ametlikuks sümboliks ."
Estonian,National Flag,Algselt kasutati lippe märkidena lahinguväljal ning alles seitsmeteistkümnendal sajandil hakati neid kasutama väljaspool sõjapidamist .
Estonian,National Flag,"Rahvas võttis lipud kasutusele seoses Prantsuse revolutsiooniga kaheksateistkümnendal sajandil , mil loodi riigilipud ning lihtsustati nende mustrit ."
Estonian,National Flag,"Kolm neljandikku praegustest riigilippudest pärineb Teise maailmasõja järgsest perioodist ja vaid kümme protsenti on vanemad kui sada aastat , nende hulgas ka Eesti sinimustvalge lipp ."
Estonian,National Flag,Vanim riigilipp on Taanil ning see pärineb kolmeteistkümnendast sajandist .
Estonian,National Flag,Riigilipu välimus on tavaliselt kirjeldatud põhiseaduses .
Estonian,National Flag,Tänapäeval on enamik lippe ristkülikukujulised .
Estonian,National Flag,Erandlik on Nepali kahest kolmnurgast koosnev lipp .
Estonian,National Flag,Ainsad ruudukujulised lipud on Šveitsil ja Vatikanil .
Estonian,National Flag,"Kõige populaarsemad lipu värvid on valge , sinine , punane ja roheline ."
Estonian,International Union for Conservation of Nature,"Rahvusvaheline Looduskaitseliit on rahvusvaheline organisatsioon , mis tegeleb looduskaitse ja loodusvarade säästva kasutamisega ."
Estonian,International Union for Conservation of Nature,"Organisatsiooni töö on seotud andmete kogumise ja analüüsi , teadusuuringute , väliprojektide , hariduse ja looduskaitse propageerimisega ."
Estonian,International Union for Conservation of Nature,"Organisatsiooni missioon on mõjutada , julgustada ja abistada kogu maailma ühiskondi looduse kaitsmisel ning tagada , et loodusvarade igasugune kasutamine oleks õiglane ja ökoloogiliselt jätkusuutlik ."
Estonian,International Union for Conservation of Nature,Viimaste aastakümnete jooksul on organisatsioon laiendanud oma tähelepanu kaitseökoloogiast väljapoole ja kaasab nüüd oma projektidesse ka säästva arenguga seotud probleeme .
Estonian,International Union for Conservation of Nature,Erinevalt paljudest teistest rahvusvahelistest keskkonnaorganisatsioonidest ei ole looduskaitse liidu eesmärk kaasata avalikkust looduskaitse toetamisse .
Estonian,International Union for Conservation of Nature,"Selle asemel püüab organisatsioon mõjutada valitsuste , ettevõtete ja muude sidusrühmade tegevust , pakkudes teavet ja nõuandeid ning luues koostöövõimalusi ."
Estonian,International Union for Conservation of Nature,"Organisatsioon on laiemale avalikkusele kõige paremini teada ohustatud liikide punase nimekirja koostamise ja avaldamise kaudu , kus hinnatakse liikide kaitsestaatust kogu maailmas ."
Estonian,International Union for Conservation of Nature,Praegu töötab organisatsioonis umbes tuhat täistööajaga töötajat enam kui viiekümnes riigis .
Estonian,Vehicle Registration Plate,Sõiduki registreerimismärk on sõidukile kinnitatud metallist või plastmassist numbrimärk sõiduki ametlikuks tuvastamiseks .
Estonian,Vehicle Registration Plate,"Kõik riigid nõuavad , et maanteesõidukitel , nagu näiteks autodel , veoautodel ja mootorratastel oleksid registreerimismärgid ."
Estonian,Vehicle Registration Plate,"See , kas need on nõutud ka muudel sõidukitel , nagu jalgratastel , paatidel või traktoritel , võib erineda sõltuvalt kohalikust seadusandlusest ."
Estonian,Vehicle Registration Plate,"Registreerimistunnus on tähtede ja numbrite järjend , mis üheselt identifitseerib sõiduki omaniku väljaandva piirkonna sõidukiregistris ."
Estonian,Vehicle Registration Plate,"Mõnedes riikides on tunnus kogu riigis ühesugune , teistes riikides antakse tunnuseid välja osariigi või provintsi kaupa ."
Estonian,Vehicle Registration Plate,Esimese riigina võttis registreerimismärgi kasutusele üheksateistkümnenda sajandi lõpus Prantsusmaa .
Estonian,Vehicle Registration Plate,"Kahekümnenda sajandi alguses varieerus numbrimärkide suurus ja kuju piirkonniti , ning juhul kui inimene kolis , tuli uue numbrimärgi kinnitamiseks puurida autole uued augud ."
Estonian,Vehicle Registration Plate,"Numbrimärkide standardiseerimine algas viiekümnendate aastate lõpus , kui autotootjad jõudsid võimude ja rahvusvaheliste organisatsioonidega kokkuleppele ."
Finnish,Janus,Muinaisen roomalaisen mytologian mukaan Janus oli alkujen ja porttien jumala .
Finnish,Janus,"Hän oli kaksoisluonteinen ja hänet kuvattiin usein kaksin kasvoin , toinen katsoen tulevaisuuteen ja toinen menneisyyteen ."
Finnish,Janus,"Janus hallitsi konfliktien alkua ja loppua , ja sen myötä sotaa ja rauhaa ."
Finnish,Janus,Sotien aikana hänen temppelinsä ovet olivat auki ja rauhan aikana kiinni .
Finnish,Janus,Porttien jumalana hänen ajateltiin myös kulkevan kotien ovista sisään ja ulos .
Finnish,Janus,"Yleisesti Janus symboloi muutosta ja siirtymää , kuten kehitystä tilasta toiseen , visiosta toiseen , sekä nuoren kasvamista aikuiseksi ."
Finnish,Janus,"Janusta siis palvottiin sadonkorjuun ja istutuksen alussa , sekä avioliiton , kuoleman ja muiden siirtymien alussa ."
Finnish,Janus,"Janukselle ei ollut nimitetty tiettyä pappia , mutta itse ylipappi toimitti hänen seremoniansa ."
Finnish,Janus,"Janus edusti välimaastoa barbarismin ja sivilisaation , maaseudun ja kaupungin sekä nuoruuden ja aikuisuuden välillä ."
Finnish,Janus,"Muinaisilla kreikkalaisilla ei ollut vastinetta Janukselle , jonka roomalaiset väittivät olevan selkeästi heidän omansa ."
Finnish,Shaka,Shaka merkin merkitys liittyy ystävällisyyteen .
Finnish,Shaka,"Symbolinen ele on luultavasti alun perin kehitetty Havaijilla , josta se lähti leviämään kansainvälisempään käyttöön 1960 luvulla alueella vierailleiden surffaajien myötä ."
Finnish,Shaka,"Siitä on tullut niin suosittu , että nyt sen merkitys tunnetaan ympäri maailman tämän lajin harrastajien kesken ."
Finnish,Shaka,Shaka merkkiä näytettäessä nostetaan peukalo ja pikkurilli ylös ja kierretään kolme keskimmäistä sormea alaspäin samalla heiluttaen kättä kuin tervehtiäkseen .
Finnish,Shaka,Liikettä voi vielä korostaa kättä sivuttain pyörittäen .
Finnish,Shaka,"Shaka merkin tarkoitus painottuukin puhtaasti ystävällisyyden , tietoisuuden ja kehujen välittämiseen ."
Finnish,Shaka,"Havajin asukkaat käyttävät shakaa ilmaistakseen ” Aloha henkeä ” , eli ymmärrystä ja myötätuntoa saarten monien kulttuurien edustajia kohtaan ."
Finnish,Shaka,"Koska merkin alkuperästä ei olla täysin varmoja , on myös ehdotettu sen tulevan espanjalaisten maahantulijoiden käsimerkistä , jolla he halusivat ehdottaa havajilaisille yhdessä lasillisen nauttimista ."
Finnish,Doping,Kilpaurheilussa doping tarkoittaa kilpailevien urheilijoiden kiellettyjen urheilusuoritusta parantavien aineiden käyttöä .
Finnish,Doping,Urheilukilpailuja säätelevät organisaatiot käyttävät doping termiä laajasti .
Finnish,Doping,"Aineiden käyttöä urheilusuorituksen parantamiseen pidetään pääasiassa epäeettisenä , ja se on siksi kielletty suurimmassa osassa kansainvälisiä urheiluorganisaatioita , mm ."
Finnish,Doping,Kansainvälisessä olympiakomiteassa .
Finnish,Doping,"Lisäksi urheilijat , jotka pyrkivät peittelemättömästi välttämään selvityksen , pahentavat eettistä rikkomusta avoimella petoksella ja huijauksella ."
Finnish,Doping,"Vaikka doping onkin vallinnut otsikkoja viime aikoina , ilmiönä se ei ole kuitenkaan uusi – itse asiassa se on yhtä vanha kuin urheilu itsessään ."
Finnish,Doping,"Yleinen mielipide urheilijoiden keskuudessa on vaihdellut laajasti vuosien saatossa : aineita on käytetty muinaisista sotavaunukilpailuista nykyhetkeen asti , ja tuoreimpia kiistoja on esiintynyt amerikkalaisessa pesäpallossa ja pyöräilyssä ."
Finnish,Doping,Viimeisinä vuosikymmeninä viranomaiset ja urheiluorganisaatiot ovat yrittäneet tiukasti säädellä aineiden käyttöä urheilussa .
Finnish,Doping,"Ensisijaiset syyt aineiden kieltämiseen kumpuavat suoritusta parantavien aineiden terveysriskeistä , kilpailijoiden mahdollisuuksien samanarvoisuus ja yleisölle näkyvä päihteettömän urheilun antama positiivinen kuva ."
Finnish,Doping,Dopingin vastaiset viranomaiset ovat toistuvasti painottaneet suoritusta parantavien aineiden käytön olevan vastoin ” urheiluhenkeä ” .
Finnish,Thylacine,"Pussihukka oli uuden ajan suurin lihansyöjäpussipeto , joka muistutti muodoltaan sutta ja väritykseltään tiikeriä , mistä johtuvat sen monet susi - ja tiikeri - päätteiset nimitykset ."
Finnish,Thylacine,"Alun perin pussihukka eli Australian mantereella ja Uudessa Guineassa , mutta viimeisten kolmen vuosituhannen aikana lajia esiintyi vain Tasmaniassa ."
Finnish,Thylacine,Sekä naaras - että koiraspussihukalla oli pussit : naaras kantoi poikasta omassaan ja koiraan pussi suojasi puolestaan ulkoisia sukupuolielimiä .
Finnish,Thylacine,"Pussihukan tiedetään olleen harvaan asutuilla alueilla vaativissa olosuhteissa saalistava suurpeto , tosin saaliin koosta ja pussihukan saalistustyylistä on esitetty vaihtelevaa tietoa ."
Finnish,Thylacine,"Jo ennen brittien tuloa Australiaan pussihukkia hädin tuskin enää esiintyi Australian mantereella , mutta Tasmanian saarella laji selvisi 1900 luvulle asti ."
Finnish,Thylacine,Metsästyksen lisäksi sairaudet sekä koirien ja ihmisten tulo pussihukan elinalueelle ovat voineet vaikuttaa lajin häviämiseen .
Finnish,Thylacine,"Vaikka laji on kuollut sukupuuttoon 1900 luvulla , ihmiset edelleen ilmoittavat näköhavainnoista ja yrittävät esittää todistusaineistoa lajin olemassaolosta ."
